Tweet,Message,Match,Polarity
737, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
738, More information,NONE,neutral
739, RT    Gonzaga University is hosting the JUSTEC Japanese United States Teacher Education Consortium  Check it out,NONE,neutral
740, RT    Managing menstruation with dignity should be easier for women around the      Today Canada   Senegal  Uganda and Nigeria conv,"dignity,easier",positive
741, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
742, RT    12 recent cases of anti Semitic and racist attacks at Syracuse University have disrupted campus life    Hate must not be,"racist,attacks,hate",negative
743, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
744, Free Education University   How to find scholarships and grants specifically tailored to your personality type  hob,free,positive
745, RT    Facing a climate emergency  Manitoba cuts funding for   s  proven and effective environmental education programs,"proven,effective",positive
746, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
747, Boy  am I glad I took all those taxonomy  genetIics an molecular biology courses at university  I wondered when all,glad,positive
748, Ahmed  Do you say the same for engineers  social workers  bankers   Canada subsidizes all post secondary education,subsidizes,positive
749, RT    Over more than four centuries   has been delivering world class education and is recognised as Ireland s top univer,top,positive
750, RT     We ve started to wonder if it s best for the kids to stay in this province    This is just heartbreaking  Minister,"wonder,best",positive
751, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
752, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
753, Just imagine for one moment    as HS and   as education secretary   The former struggles w,struggles,negative
754, Find out about our latest activities   the Jeanne Marchig International Centre for Animal Welfare Education  Univer,NONE,neutral
755, RT    This tweet about   s dishonest and shameful scaremongering of their students has been bothering me all morning  He,"dishonest,shameful,bothering",negative
756, RT    Sometimes  I look around and it just hits me that I actually made it here   At a university  pursuing higher education,NONE,neutral
757, RT    Asking a favor of my followers  Please RT this  I want to get the message out to all student athletes that Judson Univ,favor,positive
758, Your child s right to quality education   At YWCA we envision ALL children to have access to quality education and,right,positive
759, RT    College of the Redwoods and Humboldt State University formalized a longstanding partnership on Friday  with the overall,NONE,neutral
760, If you re looking for work in  Providence  RI  check out this  Education job via the link in our bio  Center Coordinator at Brown University,"work,providence",positive
